SampleIdx,F_990Hz,F_992Hz,F_994Hz,F_996Hz,F_998Hz,F_1000Hz,F_1002Hz,F_1004Hz,F_1006Hz,F_1008Hz,F_1010Hz
12336,2302.83,47529.86,28097.90,79.07,2817.94,86519.91,9294.14,1494.57,25083.82,16341.53,13999.81
12352,2447.20,47496.73,27725.64,97.93,2709.01,87161.17,9415.91,1614.50,24690.64,16081.31,13711.53
12368,2633.03,47895.33,27548.47,111.97,2528.27,87549.24,9424.64,1761.38,24363.73,15902.48,13294.58
12384,2835.00,48514.66,27478.65,130.51,2322.49,87882.39,9413.55,1934.97,24010.28,15703.75,12832.04
12400,3010.51,49105.93,27451.53,153.79,2150.93,88217.34,9433.19,2098.11,23657.67,15481.05,12466.12
12416,3179.97,49812.70,27507.11,182.15,1975.23,88532.05,9455.81,2278.78,23274.74,15226.23,12104.84
12432,3315.92,50606.35,27689.59,210.17,1806.83,88713.05,9449.61,2459.60,22930.29,14994.49,11759.07
12448,3476.68,51827.28,28073.65,257.22,1576.43,88921.35,9447.54,2734.90,22416.99,14631.17,11311.83
12464,3588.40,53272.80,28715.72,313.19,1337.54,88918.51,9395.49,3054.64,21907.03,14266.65,10821.71
12480,3663.75,54830.80,29525.34,385.98,1106.65,88856.11,9352.20,3421.01,21351.44,13853.79,10361.61
12496,3722.27,56444.12,30428.58,481.83,892.84,88859.71,9362.66,3829.57,20725.11,13370.89,9996.57
12512,3829.36,58015.63,31205.94,609.08,707.19,89275.09,9536.50,4248.48,19972.91,12773.48,9872.46
12528,3978.97,59557.30,31873.66,762.98,548.60,90043.74,9848.93,4659.21,19148.49,12113.21,9971.71
12544,4153.64,60829.59,32303.96,912.81,438.52,91022.88,10231.66,4972.02,18430.41,11542.38,10248.65
12560,4295.99,61795.42,32603.90,1036.15,367.93,91881.70,10566.54,5188.63,17901.44,11128.55,10541.91
12576,4405.15,62728.00,32954.78,1158.69,306.83,92678.45,10889.55,5396.11,17412.93,10751.44,10850.41
12592,4517.32,63898.23,33447.46,1319.83,240.02,93691.05,11310.96,5650.01,16825.92,10308.53,11281.06
12608,4625.97,64742.52,33729.17,1443.57,205.05,94556.72,11651.21,5786.57,16465.90,10055.23,11628.10
12624,4721.02,65186.30,33776.62,1511.40,196.76,95131.81,11852.12,5804.17,16349.24,9992.94,11813.99
12640,4731.45,65376.24,33870.73,1540.68,188.75,95317.58,11931.44,5841.13,16262.73,9933.67,11901.50
12656,4686.59,65288.33,33937.26,1528.68,183.70,95151.14,11894.60,5885.84,16210.21,9877.59,11902.30
12672,4662.21,65086.88,33893.43,1498.85,186.65,94900.62,11812.43,5897.91,16219.79,9863.23,11853.67
12688,4667.51,65152.24,33916.55,1508.55,184.85,94972.95,11839.05,5901.25,16204.97,9856.94,11876.45
12704,4667.32,65341.24,34013.68,1538.53,178.22,95191.73,11923.47,5912.75,16160.81,9842.89,11943.73
12720,4722.63,65556.11,33973.46,1563.67,183.31,95426.19,11968.65,5852.00,16243.27,9924.27,11905.82
12736,4805.67,65959.66,33938.11,1613.26,192.36,95857.70,12052.40,5740.58,16403.93,10082.61,11818.99
12752,4849.77,66289.09,33963.92,1657.16,197.08,96207.18,12130.49,5667.11,16510.06,10193.49,11764.49
12768,4929.40,66808.13,33961.72,1722.45,211.55,96702.02,12210.26,5524.83,16739.97,10401.13,11606.89
12784,4974.68,67367.67,34049.98,1801.25,223.67,97264.89,12319.75,5389.54,16965.03,10612.52,11452.49
12800,5000.13,68067.31,34224.38,1907.74,239.21,97991.92,12465.55,5222.65,17256.76,10883.83,11244.32
12816,5017.76,69000.62,34485.54,2056.35,266.24,98949.85,12644.54,4993.62,17679.83,11257.13,10932.27
12832,4956.10,69866.36,34919.98,2223.03,287.36,100029.99,12897.11,4788.51,18084.47,11642.29,10639.52
12848,4797.91,70291.48,35469.32,2356.22,284.07,100994.55,13218.50,4690.04,18312.19,11938.98,10484.60
12864,4574.40,70401.55,36111.72,2473.49,266.01,101960.95,13614.23,4646.51,18469.17,12229.00,10379.72
12880,4380.23,70332.45,36645.39,2560.25,248.80,102741.17,13962.72,4626.78,18594.55,12482.10,10290.29
12896,4155.28,69722.47,37181.42,2597.10,208.14,103416.47,14413.53,4708.43,18584.47,12724.56,10294.77
12912,4032.12,69126.00,37462.57,2594.65,177.39,103758.95,14723.59,4798.51,18538.02,12881.90,10321.73
12928,4073.03,68761.66,37303.79,2526.46,158.16,103463.05,14739.53,4906.35,18355.18,12812.75,10454.05
12944,4115.11,68571.36,37167.45,2479.73,147.63,103235.69,14732.43,4975.63,18234.69,12762.84,10540.25
12960,4146.92,68642.70,37075.41,2464.95,149.16,103081.36,14670.49,4990.44,18182.09,12705.28,10584.13
12976,4189.90,68746.23,36947.55,2443.87,151.19,102856.91,14585.32,5016.74,18099.29,12623.06,10653.54
12992,4252.12,68535.59,36777.60,2388.75,138.36,102644.81,14618.90,5093.67,18000.74,12632.50,10701.00
13008,4304.35,68047.60,36677.87,2332.37,116.64,102672.77,14804.50,5159.12,18010.79,12791.34,10633.19
13024,4284.74,67417.53,36836.14,2332.44,99.21,103199.38,15114.67,5124.02,18246.70,13080.16,10401.94
13040,4184.04,67169.37,37194.34,2407.76,103.95,103862.94,15270.66,4991.61,18526.13,13219.94,10217.32
13056,4157.97,66630.49,37420.71,2439.70,98.72,104519.94,15538.42,4894.31,18835.28,13457.22,9979.97
13072,4125.35,65931.56,37754.16,2497.97,99.20,105448.82,15868.46,4740.73,19263.63,13724.87,9692.71
13088,4195.34,64845.37,37965.65,2520.04,95.00,106564.22,16394.22,4587.48,19846.18,14161.92,9279.45
13104,4370.74,63599.73,38003.01,2506.08,93.05,107701.73,17034.05,4453.32,20513.33,14694.63,8811.45
13120,4515.91,62412.51,38206.54,2550.61,112.62,109031.64,17604.13,4258.04,21201.23,15090.45,8444.54
13136,4617.13,61641.70,38374.00,2596.93,134.29,109970.75,17956.22,4109.91,21655.87,15289.62,8255.73
13152,4742.73,61080.39,38363.68,2602.01,148.46,110604.58,18262.17,4019.72,22016.07,15480.25,8095.30
13168,4809.97,60484.32,38604.98,2676.56,177.63,111434.52,18448.88,3869.10,22307.51,15472.38,8081.95
13184,4912.94,60016.91,38656.34,2704.61,198.48,112061.12,18660.97,3763.61,22585.09,15523.17,8038.44
13200,4930.29,59864.62,38733.48,2729.50,207.77,112277.80,18687.40,3722.69,22634.55,15486.96,8064.45
13216,4879.37,59932.95,38840.24,2752.09,207.48,112181.34,18584.89,3734.42,22525.76,15415.60,8115.40
13232,4823.68,59902.21,39063.73,2806.32,214.15,112166.11,18433.26,3732.91,22366.67,15280.16,8212.33
13248,4794.11,59581.48,39508.55,2928.04,240.45,112445.65,18216.47,3683.41,22141.89,15000.31,8417.31
13264,4767.05,59166.23,40087.70,3088.62,276.40,112724.46,17906.04,3648.23,21798.79,14658.55,8668.43
13280,4804.54,58740.81,40468.88,3206.62,310.34,113096.29,17731.17,3600.10,21593.69,14401.87,8862.95
13296,4828.28,58430.53,40784.94,3302.34,336.41,113292.58,17560.01,3587.70,21388.75,14223.76,8993.88
13312,4962.94,57925.25,40937.27,3383.20,376.07,113961.95,17528.95,3490.31,21305.34,13958.48,9210.36
13328,5132.83,57532.23,40810.00,3401.51,410.32,114805.73,17663.03,3348.09,21381.48,13706.50,9437.43
13344,5306.40,57319.80,40425.89,3360.07,439.48,115782.01,17943.50,3166.93,21592.76,13448.14,9697.45
13360,5363.32,57550.36,39860.37,3240.83,439.56,116391.59,18322.83,3017.97,21943.75,13329.06,9867.85
13376,5334.55,57845.59,39529.16,3152.91,427.49,116537.71,18549.53,2955.29,22175.97,13316.96,9927.51
13392,5290.91,58129.74,39266.48,3078.46,415.72,116618.64,18733.98,2907.52,22364.16,13305.37,9981.57
13408,5270.20,58367.15,38983.21,3011.21,413.69,116868.12,18922.51,2838.07,22520.56,13222.23,10095.88
13424,5189.62,58773.26,38665.27,2915.65,399.43,116975.41,19164.91,2771.92,22752.67,13171.39,10204.73
13440,5171.46,58991.91,38396.11,2860.12,405.21,117310.17,19319.50,2700.74,22832.26,13041.90,10341.72
13456,5153.11,59217.15,38115.20,2805.91,414.81,117703.47,19468.68,2625.05,22881.60,12887.17,10492.21
13472,5099.76,59497.88,37875.33,2744.83,415.28,117944.91,19628.13,2562.15,22967.86,12770.23,10621.19
13488,5162.25,59381.85,37826.26,2772.08,437.70,118233.50,19542.67,2558.73,22807.39,12721.52,10606.25
13504,5268.82,59239.27,37665.26,2814.17,484.90,118860.21,19392.89,2547.38,22490.11,12621.88,10576.91
13520,5415.65,58979.96,37563.54,2892.23,542.82,119461.70,19137.71,2576.18,22094.42,12604.68,10450.38
13536,5381.04,59372.87,37066.04,2837.82,591.37,120412.02,19194.14,2492.59,21827.04,12366.25,10543.31
13552,5298.93,59939.90,36467.59,2758.70,646.32,121502.88,19291.34,2395.94,21528.38,12098.44,10644.44
13568,5243.52,60447.68,35889.50,2712.02,718.32,122637.83,19278.04,2342.81,21127.75,11924.90,10630.34
13584,5048.75,61512.14,34946.19,2582.02,818.55,124377.08,19413.37,2230.29,20591.73,11605.83,10675.76
13600,4804.06,62761.23,33936.38,2436.14,935.73,126269.12,19580.56,2126.21,20002.94,11305.40,10689.66
13616,4453.06,64248.78,32945.62,2224.11,1038.60,128140.78,19967.46,1978.22,19503.77,10910.73,10809.97
13632,4206.15,65354.70,32210.50,2091.26,1136.96,129607.47,20173.96,1912.30,19056.97,10722.40,10793.46
13648,3917.32,66756.12,31263.24,1961.77,1293.68,131572.02,20297.73,1895.16,18390.98,10646.92,10615.86
13664,3636.88,68155.33,30349.07,1852.64,1466.43,133528.94,20365.74,1919.70,17713.28,10677.88,10361.96
13680,3316.65,69652.53,29470.24,1714.56,1646.84,135580.14,20540.41,1941.21,17025.02,10707.21,10112.02
13696,3060.68,70760.67,28899.80,1584.41,1776.74,137125.28,20784.49,1944.74,16518.07,10706.19,9946.68
13712,2874.11,71535.66,28539.57,1479.39,1871.04,138265.95,21004.93,1949.12,16140.50,10717.85,9814.72
13728,2769.82,71905.05,28416.06,1398.61,1913.89,138907.19,21219.46,1934.92,15921.99,10693.25,9756.49
13744,2641.18,72416.13,28213.26,1312.03,1988.58,139815.09,21401.03,1953.88,15604.80,10758.90,9603.24
13760,2520.83,72807.12,28148.43,1184.31,2053.44,140816.53,21761.41,1949.48,15232.30,10787.09,9451.30
13776,2493.00,72834.45,28225.19,1116.83,2066.38,141197.69,22000.17,1931.85,15069.65,10771.42,9399.24
13792,2490.64,72791.94,28297.06,1082.82,2067.06,141352.38,22132.92,1919.70,14993.99,10758.93,9376.64
13808,2499.01,72740.11,28333.58,1079.31,2058.95,141312.66,22167.60,1909.88,14998.70,10737.50,9389.76
13824,2571.42,72419.76,28462.79,1141.16,1977.91,140463.59,22151.10,1838.12,15279.79,10525.06,9618.05
13840,2672.68,72065.12,28554.67,1293.20,1848.40,138824.25,22022.46,1719.56,15869.05,10123.05,10085.47
13856,2763.89,71750.66,28677.97,1416.54,1739.16,137468.91,22022.05,1610.47,16323.04,9769.70,10465.39
13872,2838.34,71593.16,28717.73,1582.04,1633.02,135893.91,21992.12,1493.72,16876.64,9354.61,10925.62
13888,2908.41,71489.61,28758.18,1755.06,1532.55,134317.06,22028.73,1374.55,17405.48,8936.56,11368.62
13904,2977.39,71346.72,28854.92,1886.90,1446.39,133080.94,22165.28,1271.65,17756.02,8618.21,11662.43
13920,2966.38,71518.14,28760.75,1972.97,1426.19,132444.16,22140.75,1231.14,18004.61,8438.10,11864.61
13936,2896.53,71893.02,28527.84,2009.39,1460.63,132344.38,21962.95,1244.12,18183.25,8364.86,12014.93
13952,2782.44,72368.12,28194.06,1954.73,1569.10,133103.56,21575.54,1339.87,18250.16,8455.68,12102.99
13968,2700.59,72716.23,27938.79,1904.42,1664.62,133765.31,21246.14,1423.52,18330.99,8516.71,12210.19
13984,2601.55,73174.72,27601.64,1850.80,1793.49,134542.56,20807.90,1528.76,18507.76,8545.48,12417.71
14000,2547.12,73438.13,27371.51,1775.03,1924.12,135469.88,20389.35,1646.71,18652.27,8601.37,12618.22
14016,2484.11,73788.48,27118.18,1760.12,2016.31,135822.31,20092.39,1703.61,18873.94,8534.24,12837.88
14032,2452.69,73998.05,26934.90,1722.78,2116.77,136350.72,19781.42,1777.42,19077.45,8492.52,13060.54
14048,2467.59,73970.55,26897.61,1673.41,2190.28,136899.16,19555.31,1846.77,19195.59,8493.58,13220.69
14064,2522.02,73767.59,26945.23,1596.87,2278.40,137690.42,19282.87,1943.93,19324.31,8513.12,13424.38
14080,2652.13,73237.88,27151.84,1468.70,2402.82,138990.78,18895.18,2103.93,19502.70,8560.27,13746.29
14096,2810.59,72553.05,27477.67,1345.08,2498.15,140245.11,18593.13,2260.54,19619.73,8640.32,14030.65
14112,2934.92,72114.55,27641.83,1253.02,2623.47,141264.53,18231.07,2391.18,19894.07,8584.73,14373.07
14128,3064.93,71581.31,27901.03,1170.03,2706.03,142174.94,17979.44,2509.42,20071.40,8577.67,14644.76
14144,3208.39,70959.80,28229.20,1084.78,2779.78,143133.00,17745.16,2636.62,20240.18,8581.96,14927.15
14160,3313.31,70580.84,28395.40,1028.92,2865.42,143779.81,17508.50,2717.61,20467.85,8497.34,15153.37
14176,3495.06,69940.86,28674.10,940.83,3019.75,144825.53,17095.91,2844.75,20897.18,8308.12,15521.00
14192,3793.07,68811.02,29237.88,805.62,3244.36,146535.22,16494.77,3060.38,21548.18,8037.74,16091.09
14208,4064.53,67624.27,29937.09,680.74,3412.83,148279.03,16009.43,3300.15,22100.80,7856.61,16662.56
14224,4263.04,66794.45,30424.63,599.77,3551.06,149479.56,15645.05,3460.61,22540.10,7683.59,17033.25
14240,4471.17,65998.00,30868.88,527.77,3717.84,150576.09,15251.79,3593.07,23024.92,7450.29,17318.62
14256,4678.94,64964.27,31576.41,437.94,3869.48,152157.78,14827.73,3815.96,23598.99,7227.51,17775.57
14272,4873.29,63970.47,32287.43,357.91,4026.79,153716.69,14406.62,4034.87,24192.43,6986.32,18187.08
14288,4961.57,63351.54,32807.84,308.54,4107.43,154861.42,14146.46,4212.28,24604.87,6838.04,18516.21
14304,5031.44,62693.98,33424.84,257.51,4193.81,156236.22,13847.30,4430.87,25110.90,6654.37,18893.59
14320,5142.38,61897.02,34134.32,203.35,4340.35,157766.33,13455.65,4648.12,25725.03,6391.45,19180.50
14336,5236.84,61124.63,34876.14,155.62,4500.59,159368.39,13043.21,4871.46,26380.55,6103.71,19413.92
14352,5343.30,60288.75,35696.70,111.63,4701.28,161085.31,12579.72,5092.79,27089.98,5778.34,19547.80
14368,5489.28,59625.72,36192.99,84.30,4884.78,161883.05,12278.42,5135.67,27415.91,5585.95,19387.94
14384,5612.33,59227.55,36394.17,71.42,4996.73,162001.70,12158.11,5085.88,27446.14,5530.79,19182.12
14400,5696.18,58947.06,36541.43,63.25,5074.94,162066.34,12081.92,5045.41,27445.56,5504.53,19031.90
14416,5649.96,59002.03,36597.85,62.69,5068.53,162355.08,12033.62,5105.53,27581.73,5451.65,19090.23
14432,5631.19,59069.25,36563.33,64.63,5049.41,162365.16,12046.29,5123.11,27603.20,5448.30,19136.22
14448,5670.62,58917.42,36650.09,60.35,5089.42,162377.80,12015.99,5095.79,27577.07,5449.36,19062.45
14464,5703.73,58965.52,36502.25,65.50,5048.98,162018.97,12117.75,5071.43,27469.30,5506.21,19152.04
14480,5714.65,59078.88,36338.75,72.29,4994.44,161757.50,12208.30,5078.40,27430.09,5535.45,19270.44
14496,5728.69,59203.96,36159.45,80.33,4932.12,161508.06,12300.81,5099.64,27422.85,5550.90,19406.08
14512,5814.02,59122.47,36032.07,86.09,4899.47,161000.69,12438.32,5063.78,27280.70,5624.96,19547.13
14528,5797.48,59160.05,36035.82,85.86,4898.61,161104.36,12412.43,5077.95,27324.44,5603.10,19519.50
14544,5707.65,59312.94,36105.52,82.57,4916.88,161597.53,12281.56,5116.35,27464.68,5532.09,19370.46
14560,5650.44,59285.42,36283.78,74.49,4980.72,161942.73,12167.96,5091.92,27459.82,5526.58,19217.32
14576,5539.43,59578.37,36285.07,75.45,4983.45,162565.53,12008.16,5148.04,27642.12,5440.74,19014.76
14592,5583.04,59692.36,36060.24,85.94,4897.72,162432.89,12070.29,5224.98,27795.62,5373.00,19076.58
14608,5561.90,59868.83,35954.49,91.51,4863.44,162646.56,12024.26,5275.46,27923.05,5316.76,18998.33
14624,5545.62,60027.74,35857.68,96.79,4833.76,162854.84,11976.85,5319.22,28034.77,5268.42,18913.92
14640,5504.14,60402.43,35654.08,108.62,4779.88,163390.70,11847.33,5401.49,28248.70,5180.89,18699.45
14656,5479.62,60951.01,35290.20,131.48,4682.39,164151.42,11667.18,5535.02,28580.68,5051.69,18378.24
14672,5461.90,61562.32,34894.73,159.74,4587.92,165067.19,11444.76,5666.54,28903.18,4939.57,18002.29
14688,5574.17,61804.02,34453.57,190.74,4438.83,165388.78,11385.12,5843.05,29305.70,4785.85,17734.54
14704,5786.71,61780.43,33957.15,227.88,4239.15,165356.03,11423.91,6076.94,29826.46,4582.45,17476.28
14720,6037.32,61954.73,33276.86,287.36,4002.81,165802.91,11341.59,6364.35,30455.05,4371.70,17015.82
14736,6416.09,61877.86,32479.67,369.67,3695.15,166071.81,11319.20,6760.80,31305.91,4096.83,16443.76
14752,6803.54,61621.36,31790.60,455.62,3410.57,166218.89,11328.39,7151.49,32125.02,3853.81,15893.80
14768,7114.17,61270.52,31321.00,526.66,3194.01,166230.25,11363.09,7471.15,32783.81,3672.65,15453.15
14784,7358.54,60733.16,31070.36,580.06,3023.03,165926.94,11471.79,7754.37,33370.05,3508.39,15103.85
14800,7594.66,60280.91,30798.26,640.15,2862.10,165852.84,11517.69,8019.16,33894.42,3389.39,14742.11
14816,7713.92,59977.67,30685.00,672.80,2776.07,165778.28,11549.23,8168.54,34184.51,3330.14,14539.39
14832,7654.64,59517.54,30960.93,655.60,2767.51,164966.89,11766.85,8281.68,34470.34,3214.37,14449.92
14848,7487.69,59261.66,31369.82,611.10,2825.82,164054.83,12009.09,8316.70,34629.01,3109.78,14466.38
14864,7308.15,59075.15,31783.03,566.79,2891.85,163158.12,12251.82,8358.53,34806.72,3003.95,14459.38
14880,7060.01,59055.71,32295.34,505.25,3007.03,162101.41,12546.60,8376.82,34976.80,2880.33,14478.78
14896,6727.41,59497.57,32892.88,414.73,3227.99,160951.34,12890.58,8290.38,35007.23,2751.02,14633.67
14912,6480.19,60033.47,33328.03,345.06,3430.97,160104.09,13164.26,8202.38,35009.95,2651.34,14772.51
14928,6337.20,60612.94,33563.30,297.05,3602.56,159622.72,13344.38,8099.89,34951.26,2587.93,14913.00
14944,6312.70,61045.91,33573.24,276.63,3703.13,159584.59,13392.16,7990.40,34812.19,2575.48,15058.61
14960,6301.63,60758.93,33607.34,287.34,3642.10,159589.11,13361.43,8052.56,34874.76,2591.46,14996.02
14976,6251.97,60369.75,33729.78,298.13,3567.79,159458.98,13355.45,8163.49,35015.79,2602.38,14880.72
14992,6254.21,60577.67,33722.34,287.79,3616.86,159390.31,13398.80,8129.09,35006.47,2577.01,14900.25
15008,6263.87,61137.02,33726.41,259.98,3751.99,159084.31,13553.45,8083.01,35086.48,2490.82,14867.57
15024,6237.80,61498.08,33820.93,237.86,3845.91,158675.06,13708.09,8113.24,35260.22,2417.49,14760.84
15040,6217.97,61702.41,33894.47,224.70,3900.11,158389.77,13809.43,8148.52,35394.03,2372.29,14674.20
15056,6313.63,62084.13,33739.30,216.17,3997.17,158341.45,13902.44,8096.17,35450.46,2302.98,14624.07
15072,6406.60,62351.17,33579.79,213.35,4070.91,158354.58,13969.57,8049.94,35494.88,2246.58,14576.89
15088,6513.80,62671.33,33416.82,209.02,4163.88,158265.48,14079.53,8031.10,35620.79,2173.05,14468.77
15104,6627.69,62941.80,33235.27,208.31,4250.35,158212.48,14182.14,8013.73,35748.44,2102.34,14355.40
15120,6749.04,63161.52,33030.64,211.15,4332.67,158188.66,14282.71,7999.87,35888.36,2031.43,14228.20
15136,6912.10,63466.42,32776.71,214.41,4450.95,158050.97,14447.87,8018.33,36142.45,1936.27,14020.55
15152,7141.51,63872.58,32433.27,221.29,4621.25,157778.31,14703.47,8080.65,36556.43,1809.06,13704.04
15168,7408.43,64035.05,31911.67,250.11,4775.37,157872.09,14911.96,8080.96,36922.07,1671.37,13385.26
15184,7613.49,64190.47,31536.49,272.28,4910.37,157798.44,15117.75,8130.17,37288.38,1568.50,13105.61
15200,7773.47,64300.49,31245.63,291.14,5021.11,157691.83,15295.60,8190.21,37607.95,1492.97,12879.65
15216,7828.69,64577.18,31284.07,280.81,5083.56,157259.03,15411.85,8290.24,37766.52,1494.78,12833.82
15232,8040.69,65302.79,31277.33,263.60,5278.93,156083.34,15756.26,8574.46,38221.88,1504.73,12723.88
15248,8342.60,65931.37,31048.14,269.71,5528.35,154953.47,16183.06,8887.33,38819.80,1493.24,12542.19
15264,8503.25,66497.05,31105.91,256.84,5656.23,154064.19,16383.77,9081.33,39000.36,1546.15,12604.14
15280,8603.54,66974.06,31248.78,239.86,5722.82,153413.31,16467.18,9192.94,38990.01,1609.61,12739.30
15296,8808.31,67498.72,31225.23,237.02,5871.09,152499.80,16680.32,9393.71,39139.25,1679.22,12857.53
15312,9098.85,68079.52,31087.31,246.10,6087.17,151327.33,16991.52,9669.99,39372.79,1770.59,13010.87
15328,9246.00,68443.26,31089.52,245.69,6180.14,150726.58,17099.73,9782.32,39375.84,1831.77,13147.28
15344,9258.06,68478.80,31096.48,245.13,6184.56,150691.88,17102.41,9786.17,39371.28,1834.50,13153.12
15360,9216.82,68168.53,30897.81,263.69,6211.29,150828.41,17210.12,9842.72,39638.16,1804.18,13034.18
15376,9100.17,67660.08,30666.08,288.08,6217.08,151178.12,17332.28,9900.68,40016.07,1755.28,12853.62
15392,8899.73,67147.47,30605.12,300.92,6137.12,151902.17,17339.15,9869.95,40342.51,1675.69,12603.39
15408,8707.78,66667.59,30551.30,316.18,6069.60,152562.72,17374.43,9868.29,40698.72,1611.74,12386.76
15424,8620.83,66316.14,30386.06,338.37,6096.88,152681.17,17510.04,9960.00,40985.03,1610.86,12345.42
15440,8556.89,66060.27,30263.00,355.70,6122.50,152737.38,17622.22,10039.80,41199.34,1618.32,12337.57
15456,8463.69,65738.49,30129.54,377.04,6148.93,152825.30,17760.01,10139.88,41458.16,1632.01,12343.80
15472,8423.49,65471.77,29928.77,400.66,6225.25,152597.12,17920.29,10260.98,41587.24,1673.80,12442.03
15488,8433.09,65390.96,29818.22,410.69,6276.00,152375.88,17986.33,10311.20,41577.11,1698.49,12508.86
15504,8444.07,65309.88,29702.42,420.73,6329.75,152129.67,18045.03,10354.57,41538.54,1722.27,12575.26
15520,8459.55,64994.04,29293.95,458.02,6525.52,151199.91,18230.24,10484.61,41289.51,1803.73,12809.40
15536,8394.92,64460.23,28806.62,513.95,6756.08,150199.66,18503.01,10676.66,41071.88,1909.68,13099.58
15552,8320.78,63926.36,28334.59,572.12,6986.43,149195.98,18748.75,10842.47,40790.05,2006.40,13357.88
15568,8156.60,63199.41,27828.94,648.66,7240.53,148178.41,19088.53,11076.44,40550.09,2130.60,13675.99
15584,7912.10,62477.11,27507.72,721.14,7416.80,147627.42,19492.40,11373.78,40567.23,2270.10,14025.47
15600,7710.52,61778.23,27109.28,798.84,7638.97,146791.42,19814.66,11590.02,40337.33,2381.34,14287.94
15616,7535.55,61019.21,26565.80,890.70,7937.53,145540.27,20045.89,11707.00,39796.33,2453.11,14425.28
15632,7272.80,60152.45,26088.81,998.96,8235.05,144407.66,20404.51,11922.88,39352.56,2564.83,14645.37
15648,7022.95,59364.51,25677.70,1103.66,8511.89,143367.25,20728.80,12109.53,38908.84,2658.85,14806.81
15664,6681.18,58344.05,25187.09,1249.84,8880.05,142014.75,21167.43,12354.62,38293.84,2777.12,14977.58
15680,6351.58,57486.91,24884.78,1388.71,9192.02,140958.64,21678.36,12668.44,37807.61,2924.36,15204.75
15696,6148.31,56986.30,24739.73,1479.82,9388.08,140312.38,22024.04,12880.44,37485.16,3021.48,15339.48
15712,5990.91,56438.26,24404.80,1563.11,9609.69,139452.77,22063.53,12833.60,37045.25,2988.08,15180.16
15728,5903.20,56002.06,24033.76,1613.82,9769.63,138781.17,21861.50,12618.63,36743.49,2876.71,14896.96
15744,5770.01,55409.80,23564.60,1687.54,9981.94,137934.48,21599.73,12338.88,36398.79,2730.85,14535.20
15760,5556.61,54668.21,23102.76,1805.97,10280.35,136821.77,21487.70,12136.11,35903.99,2608.92,14172.50
15776,5367.11,54097.59,22816.78,1916.58,10542.78,135871.48,21520.35,12049.38,35444.18,2537.36,13904.91
15792,5190.27,53686.95,22731.34,2037.99,10817.43,134882.58,21796.85,12121.46,34844.06,2520.71,13678.38
15808,5092.80,53522.03,22786.65,2127.11,11015.08,134166.92,22103.27,12238.90,34340.63,2527.06,13510.32
15824,4924.82,53131.05,22733.08,2282.19,11361.61,132939.55,22376.14,12255.68,33637.48,2463.73,13145.53
15840,4838.59,53021.40,22896.27,2437.33,11703.58,131718.89,22830.23,12379.60,32806.22,2427.71,12755.47
15856,4737.55,52826.28,23014.90,2639.76,12143.67,130199.06,23222.29,12406.48,31920.59,2336.46,12248.69
15872,4681.99,52705.25,23096.74,2790.74,12468.34,129101.16,23451.64,12382.07,31338.61,2253.66,11877.54
15888,4566.93,52337.31,22942.79,2919.51,12738.20,128249.49,23364.92,12195.62,31140.96,2145.66,11652.23
15904,4385.51,51725.02,22642.65,3104.19,13113.89,127123.98,23103.17,11858.78,31058.29,1987.25,11429.82
15920,4227.01,51169.79,22346.32,3253.07,13404.39,126312.56,22803.89,11553.62,31142.02,1869.11,11343.23
15936,4159.73,50909.46,22244.97,3384.44,13668.70,125534.35,22667.63,11342.60,31092.97,1770.02,11220.06
15952,4125.93,50737.67,22207.69,3533.48,13971.30,124637.28,22549.22,11117.74,31027.26,1662.02,11091.30
15968,4030.71,50335.52,22003.79,3692.42,14265.92,123888.45,22243.74,10827.91,31235.44,1578.83,11136.39
15984,3959.38,49984.37,21832.65,3865.32,14584.16,123096.12,21928.07,10528.36,31481.12,1501.95,11218.19
16000,3914.42,49645.29,21682.91,4107.56,15031.19,121993.36,21519.86,10130.67,31837.55,1411.12,11369.30
16016,3950.46,49570.91,21695.07,4331.53,15461.17,120879.05,21229.67,9785.48,32091.82,1324.86,11482.78
16032,4050.98,49768.52,21862.23,4487.23,15788.85,119936.95,21114.14,9544.22,32180.46,1246.19,11521.25
16048,4159.25,49956.39,22016.92,4664.85,16149.50,118966.92,20927.29,9271.23,32392.61,1186.09,11651.59
16064,4288.11,50196.86,22198.78,4850.30,16525.64,117978.25,20719.34,8988.54,32664.98,1139.79,11834.29
16080,4436.96,50538.93,22437.53,5007.77,16862.77,117053.58,20568.15,8738.98,32897.32,1099.85,12006.48
16096,4615.29,51021.74,22763.76,5146.90,17191.36,116080.46,20470.48,8492.37,33101.93,1056.39,12182.16
16112,4785.08,51603.20,23154.04,5210.18,17413.10,115243.38,20523.24,8311.59,33146.81,998.44,12278.80
16128,4931.96,52059.74,23457.62,5299.29,17652.85,114491.64,20467.63,8123.47,33335.05,977.83,12456.20
16144,5074.65,52576.96,23805.65,5358.19,17861.57,113740.67,20468.06,7944.26,33489.69,953.42,12631.99
16160,5223.10,53104.95,24159.41,5432.23,18097.15,112958.59,20423.76,7749.51,33721.91,946.86,12855.02
16176,5322.66,53465.32,24402.09,5489.15,18271.50,112407.56,20365.43,7606.44,33933.09,954.89,13039.39
16192,5412.57,53984.11,24779.63,5487.83,18417.97,111671.52,20439.83,7429.41,34102.26,940.77,13269.89
